5.46392e-07	12.5
5.0086e-07	11.4583
4.55327e-07	10.4167
4.09794e-07	9.375
3.64261e-07	8.33333
3.18729e-07	7.29167
2.73196e-07	6.25
2.27664e-07	5.20833
1.82131e-07	4.16667
1.36598e-07	3.125
9.10654e-08	2.08333
4.55327e-08	1.04167
0	0
-4.55327e-08	-1.04167
-9.10654e-08	-2.08333
-1.36598e-07	-3.125
-1.82131e-07	-4.16667
-2.27663e-07	-5.20833
-2.73196e-07	-6.25
-3.18729e-07	-7.29167
-3.64261e-07	-8.33333
-4.09794e-07	-9.375
-4.55327e-07	-10.4167
-5.0086e-07	-11.4583
-5.46392e-07	-12.5
