-0.470928	-7.4852
-0.939999	-7.44086
-1.40536	-7.36716
-1.86517	-7.26438
-2.31762	-7.13293
-2.76093	-6.97332
-3.19334	-6.7862
-3.61315	-6.5723
-4.0187	-6.33246
-4.40839	-6.06763
-4.78068	-5.77885
-5.1341	-5.46727
-5.46726	-5.13411
-5.77885	-4.78068
-6.06763	-4.40839
-6.33246	-4.0187
-6.5723	-3.61315
-6.7862	-3.19335
-6.97332	-2.76094
-7.13292	-2.31763
-7.26437	-1.86518
-7.36715	-1.40536
-7.44086	-0.939999
-7.4852	-0.470929
-7.5	2.38399e-007
-7.4852	0.470926
-7.44086	0.939996
-7.36716	1.40536
-7.26438	1.86517
-7.13293	2.31763
-6.97332	2.76093
-6.7862	3.19334
-6.5723	3.61315
-6.33246	4.0187
-6.06763	4.40839
-5.77885	4.78068
-5.46727	5.1341
-5.1341	5.46726
-4.78068	5.77885
-4.40839	6.06763
-4.0187	6.33246
-3.61315	6.5723
-3.19335	6.7862
-2.76094	6.97332
-2.31763	7.13292
-1.86518	7.26437
-1.40536	7.36715
-0.94	7.44086
-0.470929	7.4852
-3.27835e-007	7.5
0.470929	7.4852
0.939998	7.44086
1.40536	7.36716
1.86517	7.26437
2.31763	7.13293
2.76093	6.97332
3.19334	6.7862
3.61315	6.5723
4.0187	6.33246
4.40839	6.06763
4.78068	5.77885
5.1341	5.46727
5.46726	5.1341
5.77885	4.78068
6.06763	4.40839
6.33246	4.0187
6.5723	3.61315
6.7862	3.19335
6.97332	2.76094
7.13292	2.31763
7.26437	1.86518
7.36715	1.40536
7.44086	0.94
7.4852	0.470929
7.5	0
7.4852	-0.470928
7.44086	-0.939999
7.36716	-1.40536
7.26437	-1.86517
7.13292	-2.31763
6.97332	-2.76093
6.7862	-3.19334
6.5723	-3.61315
6.33246	-4.0187
6.06763	-4.40839
5.77885	-4.78068
5.46727	-5.1341
5.1341	-5.46726
4.78068	-5.77885
4.40839	-6.06763
4.0187	-6.33246
3.61315	-6.5723
3.19335	-6.7862
2.76093	-6.97332
2.31763	-7.13292
1.86517	-7.26437
1.40536	-7.36715
0.939999	-7.44086
0.470929	-7.4852
-3.27835e-007	-7.5
