-1.82651	-3.95891
1.12006	-2.4053
5.33084	1.28195
3.96524	1.66919
0.788371	-5.20261
2.18729	5.82951
-6.91848	-0.702078
0.100123	-0.043504
-4.5594	-5.44003
-6.72464	-0.666817
-0.306	-4.26289
-2.18346	-2.42565
-0.156405	6.09837
6.42237	-4.49363
-6.971	-3.65079
-2.0085	1.38315
-0.518028	4.43934
-1.69015	-1.45148
0.399523	1.74739
-3.17963	-5.38791
0.345344	-6.6999
0.982169	4.50015
-4.94875	5.96737
-0.753783	-0.233016
5.46909	-6.48303
2.54796	3.49944
-1.52438	6.64683
-2.37552	4.41513
5.14877	-4.1916
6.87719	5.60661
0.229394	-2.63746
-3.88731	-6.38408
-3.57057	-4.14174
5.00162	2.31104
4.734	4.75519
5.50899	5.3668
6.02128	1.19174
-3.22977	-1.21392
3.37895	1.00145
-5.51341	2.25748
1.74134	-4.20095
-1.70194	1.77859
-4.76093	5.19672
6.65909	1.78861
-1.24728	6.48855
