-7.461250	-7.461250
-7.461250	-5.803194
-7.461250	-4.145139
-7.461250	-2.487083
-7.461250	-0.829028
-7.461250	0.829028
-7.461250	2.487083
-7.461250	4.145139
-7.461250	5.803194
-7.461250	7.461250
-5.803194	7.461250
-5.803194	5.803194
-5.803194	4.145139
-5.803194	2.487083
-5.803194	0.829028
-5.803194	-0.829028
-5.803194	-2.487083
-5.803194	-4.145139
-5.803194	-5.803194
-5.803194	-7.461250
-4.145139	-7.461250
-4.145139	-5.803194
-4.145139	-4.145139
-4.145139	-2.487083
-4.145139	-0.829028
-4.145139	0.829028
-4.145139	2.487083
-4.145139	4.145139
-4.145139	5.803194
-4.145139	7.461250
-2.487083	7.461250
-2.487083	5.803194
-2.487083	4.145139
-2.487083	2.487083
-2.487083	0.829028
-2.487083	-0.829028
-2.487083	-2.487083
-2.487083	-4.145139
-2.487083	-5.803194
-2.487083	-7.461250
-0.829028	-7.461250
-0.829028	-5.803194
-0.829028	-4.145139
-0.829028	-2.487083
-0.829028	-0.829028
-0.829028	0.829028
-0.829028	2.487083
-0.829028	4.145139
-0.829028	5.803194
-0.829028	7.461250
0.829028	7.461250
0.829028	5.803194
0.829028	4.145139
0.829028	2.487083
0.829028	0.829028
0.829028	-0.829028
0.829028	-2.487083
0.829028	-4.145139
0.829028	-5.803194
0.829028	-7.461250
2.487083	-7.461250
2.487083	-5.803194
2.487083	-4.145139
2.487083	-2.487083
2.487083	-0.829028
2.487083	0.829028
2.487083	2.487083
2.487083	4.145139
2.487083	5.803194
2.487083	7.461250
4.145139	7.461250
4.145139	5.803194
4.145139	4.145139
4.145139	2.487083
4.145139	0.829028
4.145139	-0.829028
4.145139	-2.487083
4.145139	-4.145139
4.145139	-5.803194
4.145139	-7.461250
5.803194	-7.461250
5.803194	-5.803194
5.803194	-4.145139
5.803194	-2.487083
5.803194	-0.829028
5.803194	0.829028
5.803194	2.487083
5.803194	4.145139
5.803194	5.803194
5.803194	7.461250
7.461250	7.461250
7.461250	5.803194
7.461250	4.145139
7.461250	2.487083
7.461250	0.829028
7.461250	-0.829028
7.461250	-2.487083
7.461250	-4.145139
7.461250	-5.803194
7.461250	-7.461250
