0.21875	0.6924635
0.229143	0.6924635
0.239536	0.6924635
0.2499291	0.6924635
0.2603222	0.6924635
0.2707152	0.6924635
0.2707152	0.676425
0.2603222	0.676425
0.2499291	0.676425
0.239536	0.676425
0.229143	0.676425
0.21875	0.676425
0.21875	0.6603864
0.229143	0.6603864
0.239536	0.6603864
0.2499291	0.6603864
0.2603222	0.6603864
0.2707152	0.6603864
0.2707152	0.6443475
0.2603222	0.6443475
0.2499291	0.6443475
0.239536	0.6443475
0.229143	0.6443475
0.21875	0.6443475
0.21875	0.6283089
0.229143	0.6283089
0.239536	0.6283089
0.2499291	0.6283089
0.2603222	0.6283089
0.2707152	0.6283089
0.2707152	0.6122704
0.2603222	0.6122704
0.2499291	0.6122704
0.239536	0.6122704
0.229143	0.6122704
0.21875	0.6122704
0.21875	0.5962318
0.229143	0.5962318
0.239536	0.5962318
0.2499291	0.5962318
0.2603222	0.5962318
0.2707152	0.5962318
0.2707152	0.5801932
0.2603222	0.5801932
0.2499291	0.5801932
0.239536	0.5801932
0.229143	0.5801932
0.21875	0.5801932
0.21875	0.5641546
0.229143	0.5641546
0.239536	0.5641546
0.2499291	0.5641546
0.2603222	0.5641546
0.2707152	0.5641546
0.2707152	0.548116
0.2603222	0.548116
0.2499291	0.548116
0.239536	0.548116
0.229143	0.548116
0.21875	0.548116
0.21875	0.5320773
0.229143	0.5320773
0.239536	0.5320773
0.2499291	0.5320773
0.2603222	0.5320773
0.2707152	0.5320773
0.2707152	0.5160387
0.2603222	0.5160387
0.2499291	0.5160387
0.239536	0.5160387
0.229143	0.5160387
0.21875	0.5160387
0.21875	0.5
0.229143	0.5
0.239536	0.5
0.2499291	0.5
0.2603222	0.5
0.2707152	0.5
0.2707152	0.4839614
0.2603222	0.4839614
0.2499291	0.4839614
0.239536	0.4839614
0.229143	0.4839614
0.21875	0.4839614
0.21875	0.4679227
0.229143	0.4679227
0.239536	0.4679227
0.2499291	0.4679227
0.2603222	0.4679227
0.2707152	0.4679227
0.2707152	0.451884
0.2603222	0.451884
0.2499291	0.451884
0.239536	0.451884
0.229143	0.451884
0.21875	0.451884
0.21875	0.4358454
0.229143	0.4358454
0.239536	0.4358454
0.2499291	0.4358454
0.2603222	0.4358454
0.2707152	0.4358454
0.2707152	0.4198068
0.2603222	0.4198068
0.2499291	0.4198068
0.239536	0.4198068
0.229143	0.4198068
0.21875	0.4198068
0.21875	0.4037682
0.229143	0.4037682
0.239536	0.4037682
0.2499291	0.4037682
0.2603222	0.4037682
0.2707152	0.4037682
0.2707152	0.3877297
0.2603222	0.3877297
0.2499291	0.3877297
0.239536	0.3877297
0.229143	0.3877297
0.21875	0.3877297
0.21875	0.3716911
0.229143	0.3716911
0.239536	0.3716911
0.2499291	0.3716911
0.2603222	0.3716911
0.2707152	0.3716911
0.2707152	0.3556525
0.2603222	0.3556525
0.2499291	0.3556525
0.239536	0.3556525
0.229143	0.3556525
0.21875	0.3556525
0.21875	0.3396136
0.229143	0.3396136
0.239536	0.3396136
0.2499291	0.3396136
0.2603222	0.3396136
0.2707152	0.3396136
0.2707152	0.323575
0.2603222	0.323575
0.2499291	0.323575
0.239536	0.323575
0.229143	0.323575
0.21875	0.323575
0.21875	0.3075365
0.229143	0.3075365
0.239536	0.3075365
0.2499291	0.3075365
0.2603222	0.3075365
0.2707152	0.3075365
0.2916836	0.6924635
0.3020766	0.6924635
0.3124696	0.6924635
0.3228626	0.6924635
0.3332557	0.6924635
0.3436487	0.6924635
0.3436487	0.676425
0.3332557	0.676425
0.3228626	0.676425
0.3124696	0.676425
